,E11.5_XX_1,E11.5_XX_2,E12.5_XX_1,E12.5_XX_2,E13.5_XX_1,E13.5_XX_2,E13.5_XX_3,E11.5_XY_1,E12.5_XY_1,E12.5_XY_2,E13.5_XY_1,E13.5_XY_2
Gm26725,0.05,0,0.05,0.05,0.07,0.1,0.21,0,0.03,0.14,0.04,0.12
C330013E15Rik,0.56,0.26,0.64,0.65,1.44,1.89,1.81,0.51,0.4,0.18,0.49,0.59
Gm26548,0,0,0,0,0,0,0,0,0,0,0,0
Gm26547,0.03,0,0,0,0,0,0,0,0,0,0,0
5033426O07Rik,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0
9330111N05Rik,0.05,0.02,0.02,0.04,0.02,0,0.04,0,0,0.06,0.06,0.02
Gm9917,1.99,0.97,0.69,1.31,0.25,1.19,0.92,2.13,0.76,1.04,0.82,1.12
9230104M06Rik,0.36,0.07,0.07,0.36,0.23,0.24,0.18,0.62,0.1,0.41,0.02,0.03
1810034E14Rik,1.43,1.7,1.29,1.94,0.99,0.37,2.29,0.31,0.41,0.15,0.72,0.74
2310069G16Rik,0.13,0,0.18,0.23,0.2,0.22,0.12,0,0.04,0,0,0
Gm2885,1.3,0.9,1,0.51,0.81,0.49,0.92,1.25,0.58,1.14,0.48,0.39
Gm26579,0.06,0.04,0.13,0.27,0,0.13,0.05,0.05,0.19,0.06,0.28,0.19
Rpl31-ps23,0,0,0,0,0.33,0.25,0,0,0,0,0,0
Gm6846,0.05,0,0.1,0.03,0.02,0,0.02,0.05,0.05,0.1,0.02,0.1
Gm26581,0.04,0,0.02,0,0.05,0,0.08,0.05,0.03,0.02,0.01,0.02
Gm26580,0,0,0,0,0,0,0,0,0,0,0,0.01
Gm26726,0,0,0,0,0,0,0,0,0,0,0,0
Peak1os,0,0.05,0,0,0,0,0,0,0,0,0,0
Gm26727,0,0,0,0,0,0,0,0,0,0,0,0
Gm19705,0.95,2.05,2.02,1.6,0.94,1.51,0.9,1.31,2.04,1.96,1.63,3.54
1810019N24Rik,0.3,0.12,0.45,0.54,0.22,0.22,0.19,0.15,0.27,0,0.08,0.06
Gm26729,1.33,0.29,0.13,1.52,0,0.31,0.2,0.7,0,0.26,0.42,0
Gm26730,0,0,0,0,0,0.04,0,0,0,0,0,0
Gm17514,0,0.03,0.05,0,0,0,0,0.09,0.06,0,0.16,0.09
B230354K17Rik,12.07,6.5,5.75,12.42,7.63,15.71,15.04,11.21,5.72,11.42,9.16,9.1
Gm26887,0,0,0,0,0.09,0,0,0,0,0,0,0
D130020L05Rik,0.54,0.1,0.15,0.5,0.4,0.64,0.15,0.28,0.07,0.34,0.1,0.18
Gm26624,0.26,0.18,0.19,0.27,0.07,0.09,0.36,0.29,0.12,0.2,0.06,0.17
Gm6297,0.7,0.25,0.55,0.98,1.12,1.66,1.54,0.98,0.43,0.62,0.46,0.56
A530020G20Rik,2.8,1.63,0.4,0.78,0.29,0.54,0.62,3.62,1.92,3.94,2.53,2.83
Gm26885,0.06,0.04,0.11,0.03,0.06,0.06,0.03,0.11,0.08,0.06,0,0.07
Gm26886,0,0,0,0,0,0,0,0,0,0,0,0
Gm26884,0.1,0.04,0,0.05,0.04,0.07,0.03,0.11,0.03,0.09,0.01,0.01
4930507D05Rik,0.31,0.26,0.14,0.09,0.19,0.26,0.1,0.41,0.24,0.18,0.24,0.3
Gm5262,0,0,0,0,0,0,0,0,0,0,0,0
D230017M19Rik,3.05,1.68,1.59,2.3,1.63,1.63,2.15,3.91,1.42,2.41,1.77,1.91
Gm26628,0.28,0.31,0.15,0.26,0.1,0.15,0.45,0.49,0.4,0.28,0.35,0.2
1110002J07Rik,0.65,0.49,0.8,1.44,0.54,0.51,1.05,0.59,0.69,0.95,1.01,1.68
4932430I15Rik,0.01,0,0,0.03,0,0,0,0,0,0.01,0,0
Gm26772,0.25,0.09,0.21,0.32,0.22,0.06,0.28,0.3,0.1,0.35,0.09,0.1
Gm26627,0.23,0.06,0.11,0.3,0,0.11,0.15,0.12,0.11,0.06,0.13,0.08
Gm26625,0.16,0.24,0.09,0.06,0.01,0.1,0.26,0.22,0.08,0.14,0.14,0.11
Gm26626,0.08,0.2,0.13,0,0,0,0,0.07,0,0.08,0,0.05
Gm26779,1.67,0.84,0.12,0.55,0.09,0.55,1.02,1.72,0.22,1.05,2.33,1.29
Gm10524,2.44,1.21,0.76,1.01,0.8,1,1.49,2.28,0.87,1.46,1.17,1.06
Gm26778,4.7,4.12,0,2.17,0,0,5.33,3.5,0.19,1.54,3.28,1.72
9230114K14Rik,2.06,2.04,0.86,2.66,1.04,2.61,0.95,1.57,2.15,3.15,3.67,2.1
Gm4211,0.08,0.03,0.01,0.05,0.08,0,0,0.04,0.06,0.04,0.03,0.07
Gm26780,0,0,0,0.02,0.01,0.02,0,0,0,0,0,0
Gm3839,0.38,0.51,0.22,0.18,0.15,0.36,0.24,0.41,0.12,0.24,0.18,0.17
G630030J09Rik,0.05,0.07,0.01,0.05,0,0,0.1,0.08,0.04,0.05,0.04,0.03
Gm26513,0.37,0.2,0.25,0.52,0.43,0.49,0.5,0.55,0.16,0.48,0.17,0.27
Gm26514,0.38,0.13,0.06,0.11,0.04,0.08,0.35,0.18,0.07,0.28,0.16,0.08
Gm26515,0,0.04,0.12,0.06,0.05,0.06,0,0.05,0,0,0.17,0.14
Gm26510,0.03,0.03,0.09,0,0.07,0.03,0.09,0.15,0.18,0.5,0.7,1.22
Gm26511,0.1,0.02,0.04,0.03,0.02,0,0,0.07,0.03,0.1,0.02,0.02
Gm3764,0,0.05,0,0.07,0.17,0,0,0.12,0.05,0.11,0,0
Gm26512,0,0,0,0,0,0,0,0,0,0,0,0
Gm26516,1.1,0.3,0.1,0.37,0.24,0.28,0.2,1.17,0.14,0.59,0.44,0.48
Gm26517,0.14,0.06,0.08,0.26,0,0.17,0.25,0.17,0.12,0.44,0.25,0.03
A630072L19Rik,0.05,0,0.01,0.03,0,0.03,0.03,0.01,0.02,0,0.03,0.04
2310010J17Rik,7.62,7.65,12.88,6.48,10.98,11.49,10.34,4.74,8.27,5.63,6.87,8.13
BC051077,0.07,0.09,0.05,0.05,0.05,0.05,0.09,0.11,0.14,0.16,0.09,0.16
Cep83os,3.51,1.62,2.15,3.59,3.67,9.59,6.47,2.76,1.8,2.86,2.32,2.89
2210008F06Rik,0.63,0.32,0.37,0.39,0.54,0.48,0.84,1.27,0.4,0.14,0.26,0.18
9330179D12Rik,0.32,0.12,0.17,0.18,0.03,0.1,0.05,0.43,0.17,0.33,0.23,0.16
Gm16740,1.97,0.83,1.6,2.09,1.85,1.73,2.37,1.49,0.91,1.7,0.56,1.06
C230088H06Rik,0.03,0.06,0.03,0.02,0.03,0,0.16,0.07,0.03,0.09,0.06,0.05
Gm26661,0,0.09,0.08,0,0.12,0.18,0.13,0,0,0,0,0
Gm16982,0.11,0.04,0.01,0.12,0.04,0.04,0.08,0.11,0.07,0.05,0.07,0.05
Gm17644,0.03,0.02,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.02,0
4930444M15Rik,0.12,0.05,0.05,0.07,0.09,0,0.03,0.19,0.04,0.11,0.11,0.09
Gm26829,0.58,0.87,0.78,0.6,0.34,0,0.26,0.37,1,0.34,0.36,0.18
Gm4890,0.89,0.43,0.9,1.51,1.01,1.62,1.5,0.95,0.36,0.71,0.64,0.52
Gm27018,0,0,0,0,0,0,0,0,0,0,0,0
Gm26830,0.16,0.1,0.06,0,0.04,0.12,0.1,0.24,0.21,0.05,0.08,0.17
9330159M07Rik,14.05,5.27,3.37,4.42,1.71,2.78,3.37,7.41,1.27,3.37,2.22,1.78
2310002F09Rik,0.32,0.45,0.16,0.16,0.28,0.18,0.08,0.26,0.23,0.25,0.09,0.15
2700038G22Rik,11.08,6.04,4.51,4.74,3.01,3.16,2.94,14.91,5.02,11.13,4.73,6.35
4930594M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
A830009L08Rik,0.03,0.04,0.03,0.04,0.04,0.02,0.06,0.03,0.01,0,0,0.03
Gm17501,4.97,3,0.68,0.96,1.11,1.2,0.93,6.07,2.2,3.15,2.05,2.41
4632428C04Rik,0.1,0.04,0.06,0.02,0.06,0.04,0.02,0.05,0.01,0.06,0.03,0.06
Gm26596,2.37,0.56,0.35,2.36,0.62,1.46,0.77,1.86,0.37,1.26,1.25,0.64
Gm26595,0,0.17,0,0,0.22,0,0,0.13,0.09,0,0,0.09
Gm19426,4.58,5.36,4.83,3.79,5.77,2.99,4.13,7.21,3.61,3.53,2,2.57
Gm26594,0.28,0.35,0.21,0.27,0.21,0.37,0.26,0.43,0.21,0.28,0.18,0.33
Gm11394,0,0,0,0,0,0,0,0,0,0,0,0
5730422E09Rik,0.26,0.31,0.23,0.59,0.02,0.06,0.03,0.74,0.02,0.23,0.39,0.02
Gm26664,0.17,0.1,0.09,0.1,0.06,0,0.59,0.08,0.16,0.16,0.07,0.46
9330175E14Rik,0.01,0,0,0,0,0.01,0.09,0,0.01,0,0.01,0
Snhg5,105.68,47.78,53.75,58.57,62.33,35.92,49.33,126.88,54.99,103.59,45.16,59.92
Gm26665,0,0,0.18,0.38,0.15,0.52,0.24,0.24,0,0.06,0.05,0.08
9530027J09Rik,0.87,0.65,0.7,0.43,0.48,0.4,0.38,0.86,0.91,0.81,0.77,0.66
Gm26991,0,0,0.11,0,0,0,0.09,0.09,0,0,0,0.06
Gm26700,0.3,0.13,0.31,0.29,0.2,0.28,0.3,0.25,0,0.05,0.03,0
Gm26701,0,0,0,0,0,0,0,0,0,0,0,0
4732419C18Rik,0.08,0.02,0.06,0.03,0.03,0.08,0.03,0.1,0.11,0.16,0.2,0.1
Gm17690,2.96,2.34,2.92,2.84,2.87,3.88,2.46,3.39,1.52,2.42,1.66,2.89
Gm17540,0,0,0,0,0,0,0,0,0,0,0,0
Gm26699,1.37,0.53,0,0.68,0,1.05,1.93,0.47,0,0,0.4,0.65
6030443J06Rik,1.05,0.48,0.32,0.88,0.2,0.72,1.63,0.69,0.33,0.59,1.47,1.46
Gm26698,0.05,0.47,0.54,0.13,0.41,0.12,0.45,0.25,0.11,0.05,0.17,0.07
AU022754,0,0.02,0,0,0.01,0,0,0.06,0,0.02,0,0
BC065403,0.26,0.02,0,0.01,0.35,0.18,0,1.01,0,0,0,0
Gm26745,0.08,0.16,0.11,0,0,0,0.07,0.21,0,0.1,0.02,0
Gm19791,0.13,0.3,0.18,0.08,0,0.22,0.17,0.2,0.04,0.16,0.1,0.15
Gm26550,0.04,0,0,0,0,0,0,0,0.03,0,0,0
4932441J04Rik,1.52,1.16,0.28,0.78,0.45,0.64,0.34,0.85,0.39,0.09,0.76,0.38
Gm26549,3.49,1.72,1.73,3.39,1.75,2.2,1.51,4.15,1.17,2.35,1.5,1.34
Gm26552,0,0,0,0,0,0,0,0,0,0,0,0
Gm26551,0.02,0,0.03,0,0.03,0,0.09,0.09,0.03,0.04,0.03,0.06
Gm26599,0,0,0,0,0,0,0,0,0,0,0,0
1810049J17Rik,11.91,5.91,6.44,15.2,6.64,13.59,11.06,10.73,5.35,15.61,3.91,9.76
1010001N08Rik,15.07,10.34,7.39,15.83,9.15,7.14,8.1,15.57,1.57,3.44,2.66,3.2
Gm2449,0.44,0.19,0.29,0.5,0.49,0.25,0.57,0.2,0.14,0.43,0.6,0.86
Gm26716,5.7,4.08,6.51,9.85,5.78,3.41,6.49,7.47,9,12.87,3.75,8.38
Gm26600,0,0.12,0.09,0.05,0.03,0.22,0.15,0.04,0,0.08,0,0.03
Gm26597,0,0,0,0,0,0,0,0,0,0,0,0
Gm26598,0.02,0,0.02,0,0,0.02,0.04,0,0.01,0.02,0.01,0
Gm26853,0.94,0.53,0.34,0.45,0.31,0.32,0.62,0.96,0.21,0.66,0.39,0.38
Gm26852,0.45,0.24,0.15,0.33,0.13,0.26,0.27,0.57,0.19,0.28,0.24,0.23
Gm26854,0.08,0,0,0,0,0.09,0,0.08,0,0,0,0
Gm17552,0.29,0.1,0.17,0.5,0.35,1.68,0.79,0.38,0.08,0.24,0.1,0.15
Gm26518,0.57,0.3,0.18,0.4,0.08,0.17,0.25,0.52,0.17,0.46,0.19,0.16
Gm17250,0,0,0,0,0,0.29,0.1,0,0.03,0.05,0.04,0
4831440E17Rik,0.82,0.4,0.31,0.71,0.15,1.08,1.03,0.37,0.33,0.95,1.08,1.07
Gm26519,0,0,0,0,0,0,0,0,0,0,0,0
Gm27029,3.83,3.19,3.23,4.76,2.45,2.32,5.12,2.76,3.65,1.77,1.46,1.83
Gm26614,0.06,0.04,0.05,0,0.05,0.04,0.07,0.03,0.01,0.07,0.08,0.02
Gm26907,0,0,0,0,0,0,0.07,0,0,0,0,0
Gm16907,0.78,0.36,0.35,0.44,0.31,0.49,0.44,0.7,0.29,0.75,0.28,0.42
Gm26908,1.1,0.84,0.47,0.78,0.5,0.72,0.75,1.49,0.66,0.73,0.44,0.99
Gm7928,0,0,0,0,0,0,0,0,0,0,0,0
Gm5421,0.22,0.04,0.02,0.16,0.1,0.26,0.15,0.29,0.05,0.06,0.09,0.1
Gm26890,0.64,0.32,0.08,0.23,0.02,0.14,0.48,0.7,0.2,0.5,0.21,0.23
1500012K07Rik,0,0.02,0,0,0,0,0,0.02,0.03,0,0,0
Gm2694,10.33,10.41,14.1,16.56,25.29,21.05,15.88,14.61,52.49,66.28,34.02,35.76
Gm26889,0,0,0,0,0,0,0,0.02,0,0,0,0
Gm26771,0.42,0.34,0.14,0.34,0.13,0.19,0.4,0.58,0.11,0.23,0,0.18
5033417F24Rik,0.27,0.16,0.28,0.52,0.22,0.44,0.43,0.42,0.16,0.26,0.21,0.16
Gm6634,0,0,0,0,0,0,0,0,0,0,0.02,0.02
Gm26770,0.68,0.71,0.43,0.73,0.36,0.31,0.61,1.15,0.31,0.89,0.63,0.76
C430042M11Rik,0.33,0.24,0.3,0.55,0.73,0.76,0.64,0.38,0.02,0.24,0.14,0.15
Rpl31-ps7,0,0,0,0,0,0,0,0,0,0,0,0
Gm26769,0,0,0,0,0,0,0,0,0,0,0,0
Gm26768,0.45,0.17,0.12,0.06,0,0.06,0.1,0.5,0,0.54,0.17,0.14
Gm26767,0.76,0.63,0.54,0.61,0.36,0.35,0.55,1.16,0.4,0.78,0.46,0.42
Gm26766,0.02,0,0.01,0.01,0.01,0.04,0.01,0,0,0,0,0.01
Gm5706,0,0,0,0,0,0,0,0,0,0,0,0
4930532G15Rik,0.08,0.06,0.04,0,0.15,0.37,0.19,0.23,0.04,0.03,0.08,0.09
4933416M07Rik,0.42,0.74,1.45,1.36,0.71,0.22,0.58,0.61,1.08,1.17,0.5,0.72
Gm26804,2.11,0.61,1.13,0.68,1.21,0.81,1.49,1.82,0.91,1.48,0.97,0.73
Rpl31-ps24,0,0,0,0,0,0,0,0,0,0,0,0
Gm26803,0.05,0,0.01,0,0,0,0.02,0,0.03,0,0,0
Gm26802,0,0,0,0,0,0,0,0,0,0,0,0
1700109K24Rik,2.46,0.67,0.33,0.52,0.07,0.67,0.96,2.01,0.49,1.48,0.55,0.63
Gm26805,0.06,0,0.01,0.02,0.02,0,0.04,0.01,0.01,0.03,0.02,0.02
Gm9903,0.22,0.17,0.23,0.16,0.12,0.36,0.15,0.38,0.07,0.19,0.09,0.16
Gm26649,0.58,0.06,0.87,2.15,2.22,0.54,2.57,1.68,0.08,1.15,0,0
Gm26564,0.12,0.09,0.04,0.04,0,0.03,0.1,0.03,0.03,0.03,0.06,0.11
Gm26648,1.78,0.86,0.37,0.63,0.14,0.34,0.51,1.5,0.29,0.61,0.4,0.4
4930525G20Rik,0.38,0.27,0.2,0.23,0.09,0.18,0.1,0.53,0.19,0.24,0.11,0.14
2900076A07Rik,16.03,9.39,6.94,8.51,7.76,8.54,9.61,15.31,8.04,11.81,10.29,8.54
Gm26650,0,0,0,0,0,0,0,0,0,0,0,0.05
Gm5106,0,0,0.02,0,0.08,0,0,0,0,0,0,0
AI849053,0.06,0.01,0.01,0.02,0.01,0.02,0.04,0.03,0.01,0.02,0.01,0.02
Gm26685,0.09,0.07,0.04,0.03,0,0.03,0,0.09,0.05,0.02,0.02,0
5031415H12Rik,0.09,0.07,0.05,0.19,0.08,0.06,0.18,0.27,0.07,0.09,0.09,0.13
Gm26686,0,0.02,0.02,0,0.04,0.01,0.01,0.02,0.03,0.03,0.05,0.02
4930480K23Rik,1.76,1.36,0.95,2.08,1.06,3.37,3.68,1.19,0.68,1.25,1.41,1.68
Gm26683,0,0,0,0,0,0,0,0,0,0,0,0
Gm26684,0,0.05,0.04,0,0.03,0.13,0.04,0.07,0,0,0,0.02
D130017N08Rik,4.46,2.89,2.01,3.52,1.5,2.36,2.94,3.91,1.45,2.24,1.77,1.79
Gm2155,0.05,0.03,0.07,0.06,0.07,0,0.07,0.02,0.03,0.02,0.02,0
2010300F17Rik,0.06,0.05,0.02,0,0,0,0,0,0.02,0.04,0.11,0.12
1300002E11Rik,22.77,9.71,17.93,34.78,37.12,27.3,20.12,25.18,15.2,29.23,23.02,20.83
Gm18828,0,0,0,0,0,0,0,0,0,0,0,0
A230107N01Rik,0.92,0.65,0.41,0.43,0.34,0.37,0.37,1.12,0.29,0.56,0.51,0.49
D630002J18Rik,0.05,0,0,0,0,0,0,0,0,0,0,0
Gm26888,0.16,0.05,0.01,0.04,0.01,0.05,0.08,0.15,0.03,0.06,0.02,0.05
Hmgb1-ps8,0,0.4,0.26,0.34,0.07,0.11,0.34,0.45,0.31,0.19,0.08,0.42
Gm26532,1.03,0.26,0.18,0.69,0.71,0.39,0.46,1.25,0.11,0.93,0.34,0.69
A130057D12Rik,0,0.07,0,0,0,0,0.11,0.11,0,0,0,0
Gm26654,0,0,0,0,0,0,0,0,0,0,0,0
Gm26835,0.03,0.01,0,0,0,0,0,0.03,0,0,0,0
AW121686,0.15,0.09,0.05,0.13,0.04,0.06,0.03,0.06,0.02,0,0.1,0.03
1700034B16Rik,0,0,0,0,0,0,0,0,0,0,0,0
3110083C13Rik,3.16,1.59,2.64,4.01,7.66,6.36,4.07,2.88,2.18,4.3,5.67,3.67
Rpl31-ps15,1.87,1.48,2.1,0.98,1.83,1.9,0.69,1.98,2.3,2.4,2.89,3.18
Gm17276,0.1,0.07,0.04,0.04,0.02,0,0.08,0.15,0.01,0.08,0.03,0.09
Gm26834,0,0,0.03,0,0.04,0,0,0,0.04,0.06,0.04,0.04
Gm6410,0.28,0.17,0.05,0,0.17,0.31,0.3,0.39,0.12,0.32,0.29,0.42
Gm17249,0.87,0.34,0.39,0.62,0.2,0.55,0.92,0.69,0.39,0.67,0.37,0.77
A930038B10Rik,0.07,0.04,0.08,0.06,0.23,0.07,0.12,0.13,0.03,0.01,0.06,0.04
Gm26871,0,0,0,0,0,0,0,0,0,0,0,0
Gm26870,0,0,0,0,0,0,0,0.28,0,0,0,0
Gm26569,0,0.02,0,0,0.02,0,0,0.02,0,0.05,0,0
Gm26567,0.31,0,0,0,0,0,0,0,0,0,0,0
Gm26568,0,0,0,0,0,0.17,0.03,0,0,0,0,0
Gm10516,0.55,0.32,0.13,0.48,0.21,0.23,0.12,0.76,0.07,0.17,0.11,0.74
Gm17281,0.09,0.05,0.06,0.07,0.05,0.12,0.11,0.06,0.05,0.1,0.11,0.02
1700007L15Rik,2.2,1.69,3.57,4.16,4.06,4.34,5.6,2.78,2.69,3.08,1.65,2.91
C630016N16Rik,2.53,1.12,1.27,2.36,2.58,2.54,1.99,3.25,1.25,1.82,1.75,2.01
1700028E10Rik,2.17,1.38,1.99,3.27,3.12,4.77,4.35,2.13,1.85,2.54,2.85,2.73
A530083I20Rik,0.23,0.17,0.17,0.18,0.21,0.17,0.61,0.12,0.01,0.06,0.04,0.05
4930426I24Rik,0.29,0.28,0.25,1,0.14,0.77,0.67,0.78,0.24,0.75,0.23,0.41
Mir143hg,0.22,0.07,0,0.03,0,0.09,0.18,0.1,0.07,0.08,0.04,0.05
Gm16897,0.17,0.02,0.04,0.02,0.01,0.1,0.09,0.19,0.09,0.16,0.12,0.07
A330048O09Rik,0.54,0.27,0.33,0.31,0.2,0.1,0.24,0.33,0.06,0,0.21,0.17
E030030I06Rik,16.58,11.34,7.62,10.03,13.31,8.71,8.15,20.26,6.82,9.84,10.53,6.85
Tnfsf12,3.94,2.09,3.2,4.26,4.15,4.14,5.17,3.35,2.4,3.25,3.04,3.45
4931403G20Rik,0.03,0,0,0,0.02,0.03,0,0,0,0,0,0.02
Gm26672,1.19,0.76,0.21,0.2,0.22,0.08,0.52,1.52,0.59,0.73,0.27,0.7
F420014N23Rik,0.87,0.5,0.25,0.65,0.17,0.17,0.42,0.75,0.22,0.63,0.32,0.42
2610020F03Rik,0,0,0,0,0,0,0,0,0,0,0.08,0
Zfp87,12.69,7.11,6.42,12.94,7.88,8.86,9.28,12.61,6.05,8.28,8.4,8.13
2700012I20Rik,1.22,0.62,0.92,1,1.18,1.58,0.77,1.42,0.55,0.94,0.48,0.64
Gm26563,0.99,0.75,0.42,0.56,0.18,0.37,0.81,0.56,0.47,0.54,0.34,0.58
Fendrr,0.07,0.07,0.02,0.11,0.04,0.07,0.04,0,0,0.09,0.05,0.01
Gm26606,0.67,0.47,0.16,0.42,0.15,0.4,0.49,1.03,0.23,0.66,0.32,0.4
Gm2464,0,0,0,0,0,0,0,0,0,0,0,0
Gm26671,0.62,0.14,0.1,0.53,0.36,0.31,0.45,0.25,0.29,0.09,0.18,0.03
Gm26617,3.81,2.21,2.37,3.02,3.03,3.59,4.09,4.07,2.24,3.81,2.28,2.56
Gm26618,0,0,0.07,0,0,0.16,0.12,0.13,0,0,0,0
9030407P20Rik,1.25,0.99,0.89,1.51,1.14,1.44,1.38,1.36,0.84,1.16,0.83,0.94
Gm26732,0,0,0,0,0,0,0,0,0,0,0,0
AA543186,0.65,0.49,0.38,0.72,0.86,0.91,0.88,0.89,0.35,0.45,0.49,0.49
Gm26619,98.28,28.08,45.19,94.55,154.05,107.13,24.44,82.73,27.57,81.73,44.58,28.74
Gm17275,10.57,4.05,2.93,5.39,3.29,2.74,4.9,9.04,2.7,6.52,2.22,4.34
Rmst,5.31,2.78,5.32,10.2,5.54,7.63,7.19,4.54,0.23,0.72,1.17,0.24
Gm26731,0,0,0,0,0,0,0,0,0,0,0,0
4732491K20Rik,0.74,0.67,0.45,0.62,0.55,0.67,0.62,0.84,0.66,0.56,0.57,0.72
C920009B18Rik,0,0,0,0,0,0,0,0,0,0,0,0
A430046D13Rik,1.4,0.73,0.66,1.36,1.58,2.58,1.76,1.78,0.37,0.93,0.59,0.64
2310001H17Rik,0.19,0.18,0.23,0.19,0.15,0.16,0.03,0.44,0.16,0.12,0.13,0.26
Gm26662,0.24,0,0,0,0,0,0,0,0,0,0,0
Gm26774,0.06,0.01,0,0.02,0,0.02,0.05,0.02,0.01,0.02,0.05,0.05
Gm16793,0.12,0.11,0.05,0.03,0.02,0.03,0.08,0.08,0.04,0.09,0.02,0.08
Gm26773,1.46,0.63,0.47,0.46,0.25,0.39,0.51,2.17,0.5,1.46,0.58,0.63
9430065F17Rik,0.19,0.03,0.16,0.11,0.11,0.05,0.18,0.04,0,0,0,0.06
4930550C17Rik,0,0,0.02,0,0,0,0,0,0,0,0,0
Gm26544,0,0,0,0,0,0,0,0,0,0.02,0,0
Gm26717,0.03,0.02,0.02,0,0,0.15,0.1,0,0,0,0.05,0.13
Gm26719,0.12,0.02,0.04,0,0.02,0.02,0.03,0.08,0.13,0.13,0.05,0.01
C030034L19Rik,0.22,0.1,0.13,0.23,0.12,0.23,0.08,0.25,0.18,0.07,0.1,0.05
Gm8177,0,0.02,0,0.05,0,0,0,0,0.05,0,0,0.02
Gm26718,14,14.35,15.24,18.15,10.68,15.3,24.87,13.45,14.39,12.16,12.69,15.26
Gm10390,0.18,0.06,0.05,0.04,0.05,0,0.06,0.21,0.04,0.06,0.03,0.05
Gm26545,0.06,0,0.03,0,0.02,0,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0,0,0.07,0,0.08,0,0
Gm26875,0,0.04,0,0,0,0,0,0,0,0,0,0
Gm26876,0.19,0.06,0.04,0.07,0.04,0.06,0.18,0.11,0.04,0.1,0.09,0.03
Gm26877,0.49,0.63,0.46,0.11,0.15,0,0.25,0.35,0.3,0,0.61,0.3
Gm26874,0,0,0,0.03,0,0,0,0,0,0,0.02,0
6720427I07Rik,11.32,3.39,2.85,7.25,5.79,7.5,6.54,10.92,2.72,8.46,5.43,8.41
Gm8705,0.07,0.12,0.41,0.16,0.21,0.16,0.19,0.13,0.22,0.2,0,0.13
Gm10822,0.4,0.25,0.13,0.12,0.09,0.18,0.25,0.39,0.17,0.16,0.11,0.25
B230208H11Rik,2.11,1.6,3.77,3.66,2.57,2.45,2.08,1.21,0.44,0.97,0.42,0.5
Gm26873,1.98,1.18,0.99,1.18,0.31,0.71,1.7,2.25,1.54,1.65,1.14,1.54
Gm26816,1.26,0.38,0.15,0.48,0.08,0.26,0.39,0.86,0.35,0.72,0.41,0.35
A230087F16Rik,0.23,0.22,0.16,0.04,0.06,0.09,0.14,0.4,0,0,0,0.2
Gm26817,0,0,0.14,0,0,0,0,0,0,0,0,0
1500026H17Rik,0.14,0.13,0.18,0.17,0.12,0.12,0.19,0.17,0.01,0.04,0.04,0.03
Gm26815,0.07,0,0.01,0,0,0,0,0.05,0.02,0,0.05,0.02
Gm26814,0.11,0.04,0.07,0,0.02,0,0.04,0.14,0.05,0.04,0.02,0.01
9130213A22Rik,0.18,0.13,0.05,0.28,0.43,0.34,0.26,0.42,0.18,0.36,0.17,0.32
4930563E18Rik,21.72,17.26,15.8,21.71,8.66,7.47,9.76,9.26,0.37,0.43,0.05,0.3
Gm3200,0.23,0.12,0.17,0.06,0.15,0.12,0.21,0.36,0.18,0.26,0.16,0.1
Gm26785,0.31,0.1,0.03,0.07,0.01,0.02,0.03,0.33,0.08,0.14,0.1,0.08
Mirg,23.39,11.4,8.47,13.12,13.74,11.3,7.44,25.1,11.95,29.56,14.47,12.82
D930016D06Rik,10.87,5.17,4.83,7.71,5.15,4.3,9.61,12.6,5.6,10.76,5,5.66
D030068K23Rik,0.28,0.23,0.2,0.21,0.22,0.4,0.45,0.34,0.19,0.28,0.33,0.25
Gm26556,0,0,0,0,0,0,0.24,0,0,0.63,0.26,0
Gm16861,1.86,1.29,0.99,1.71,1.19,1.21,0.99,2.02,0.87,1.4,0.75,0.81
2410088K16Rik,0,0,0,0,0.11,0,0.2,0,0,0,0,0.26
Gm26555,0.1,0.06,0.09,0.07,0.05,0.07,0.2,0.09,0.02,0.1,0.08,0.01
Gm26744,0.31,0.1,0.09,0,0,0,0.03,0.33,0.09,0.11,0.02,0.09
Gm17399,0.95,0.74,0.83,0.7,1.03,0.77,0.72,0.79,0.48,0.51,0.3,0.19
9230116N13Rik,0.87,0.84,0.56,0.81,1.04,1.05,1.37,1.03,0.72,0.84,1.06,0.82
Gm10814,0.1,0.08,0.11,0.06,0.29,0.08,0.09,0.02,0.02,0.02,0.06,0.02
D630044L22Rik,0.06,0.01,0.05,0,0.02,0.05,0.02,0.07,0.05,0.11,0.01,0.03
Gm26833,0,0,0,0,0,0,0,0,0,0,0,0
4933408J17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm26831,0.32,0.22,0.18,0.08,0.08,0.04,0.07,0.4,0.19,0.21,0.17,0.16
Gm26832,0,0,0,0,0,0,0.04,0.07,0,0,0,0
Gm26668,0.53,0.22,0.1,0.26,0.2,0.24,0.24,0.52,0.15,0.46,0.18,0.13
B430218F22Rik,0.1,0.12,0.07,0.04,0.05,0.04,0.06,0,0.02,0,0.1,0.13
1810014B01Rik,4.55,3.66,4.71,6.86,5.59,4.46,6.22,6.05,4.97,4.96,4.41,4.96
