,E11.5_XX_WT_rep1,E11.5_XX_WT_rep2,E11.5_XY_WT_rep1,E12.5_XX_WT_rep1,E12.5_XX_WT_rep2,E12.5_XY_WT_rep1,E12.5_XY_WT_rep2,E13.5_XX_WT_rep1,E13.5_XX_WT_rep2,E13.5_XX_WT_rep3,E13.5_XY_WT_rep1,E13.5_XY_WT_rep2
Col1a1,84.39,47.13,99.09,22.59,41.66,43.67,66.51,35.44,44.47,74.85,84.84,59.63
Itga3,19.75,13.1,22.81,8.3,14.53,15.41,21.56,7.86,13.36,11.34,10.07,13.12
Sgca,0.57,0.06,0.06,0.29,0.32,0.44,0.12,0.08,0.04,0.1,0.03,0.06
Dlx3,0.26,0.32,0.17,3.36,5.29,0.2,0.07,7.03,12.4,9.85,0.37,0.12
Foxm1,24.06,16.23,23.99,12.24,22.47,18.02,24.38,12.44,20.8,26.22,21.67,23.69
Itfg2,18.23,17.52,37.16,17.53,29.98,20.93,20.59,38.22,20.82,38.13,20.42,23.74
Nrip2,1.76,1.06,1.9,1.1,2.86,0.42,1,2.97,3.1,1.65,1.98,1.7
Tulp3,29.33,17.68,28.55,17.51,31.36,12.24,20.39,19.45,23.52,25.8,18.09,18.37
Gtf2h4,17.56,14.2,18.42,17.61,21.67,20.4,20.1,25.85,24.27,27.59,18.72,24.33
Tubb5,888.02,597.76,954.99,650.33,796.62,654.08,926.04,654.43,626.17,648.02,777.41,818.75
Ell2,20.16,15.94,15.43,9.11,22.7,16.85,26.87,7.14,20.4,31.9,20.44,34.67
Jup,37.13,21.84,41.45,14.91,23.06,23.08,39.61,17.53,16.01,18.67,20.16,28.15
Fkbp10,50.77,31.49,69.64,28.43,47.72,29.36,46.07,38.23,31.4,28.45,29.66,32.22
Klhl10,0.31,0.53,0.63,0.39,0.59,0.32,0.45,0.37,0.41,0.61,0.34,0.42
Mnx1,0,0,0,0.01,0.05,0,0,0.15,0.05,0.1,0.05,0
Nom1,15.86,7.28,22.25,10.8,29.03,11.97,22.04,23.55,27.11,17.36,12.3,13.33
Ergic1,72.98,53.08,72.9,52.73,71.06,56.97,73.69,49.11,64.31,66.85,44.42,51.42
Tnk1,1.64,0.73,1.36,0.65,0.76,0.21,0.32,0.32,0.48,0.34,0.08,0.29
Acap1,0.34,0.48,2.18,0.23,0.6,2.14,3.55,0.26,0.38,0.33,0.68,0.81
Tcea3,14.17,13.14,15.7,29.14,33.7,21.42,26.1,38.03,27.34,32,17.21,24.9
Csn3,0.53,0.55,0.35,0.09,0.06,0,0.11,0,0.1,0.07,0,0
Ifrd1,97.63,62.48,100.2,58.83,88.97,54.46,86.23,91.85,74.55,67.92,66.98,70.65
Stk38l,11.16,7.86,11.38,13.24,31.56,10.88,13.73,16.44,24.75,22.87,17.28,14.05
Brpf1,22.03,13.65,21.35,12.1,20.59,16.48,22.07,13.64,24.04,21.68,16.41,18.16
Akr1b3,71.81,43.42,90.39,54.99,91.82,60.45,95.28,91.63,89.54,55.66,149.38,105.86
Hoxc13,0,0.01,0.04,0.07,0.22,0.17,0.17,0.22,0.22,0.11,0.19,0.1
Hoxc11,0,0,0.31,0.01,0,0.03,0,0.02,0,0.02,0,0
Hoxc8,33.53,20.03,31.75,8.15,13,6.69,10.2,8.81,9.65,8.75,10.08,8.74
Hoxc6,38.36,28.99,41.1,14.69,17.82,12.82,18.37,12.82,12.46,14.36,9.82,11.32
Gstt1,4.5,2.12,3.72,3.83,4.07,3.19,6.68,5.65,5.09,3.64,3.88,6.15
Gstt3,2.96,1.65,3.56,1.85,3.53,2.61,3.7,4.84,3.72,3.78,2.84,3.26
Ddt,57.66,28.43,73.38,40.51,73.6,31.61,58.57,88.98,70.45,35.05,72.34,53.32
Tat,0.3,0.17,0.33,0.3,0.23,0.01,0,0.08,0.32,0.36,0.08,0.04
Marveld3,0.47,0.31,0.52,0.33,0.4,0.36,0.38,0.24,0.31,0.19,0.46,0.41
Ddx18,68.31,51.06,75.58,50.07,77.81,76.21,84.5,54.16,49.19,50.2,110.12,84.88
Ubl3,31.8,42.98,32.65,37.09,36.25,51.83,30.04,32.3,33.86,69.25,52.27,52.88
Gramd3,7.32,4.78,8.29,5.42,8.12,7.32,7.82,6.74,6.4,7.35,11.87,10.11
Eef1e1,26.53,25.75,28.94,35.84,36.14,46.31,37.1,28.05,21.82,29.04,65.67,51.5
Akt1,145.63,91.38,152.43,82.54,127.15,78.65,127.75,101.1,98.66,94.91,82.62,96.56
Cldn15,0.64,0.3,0.89,0.63,1.49,0.37,1.05,1.73,1.15,1.15,0.54,0.79
Il16,2.1,1.17,1.99,1.19,1.42,1.03,1.53,1.09,1.23,1.48,1.06,1.24
Tcirg1,19.56,11.52,23.05,12.81,16.94,11.11,16.98,19.21,15.51,12.09,6.12,10.34
Naglu,3.62,2.11,4.6,2.77,4.18,2.67,5.34,4.77,5.18,4.33,3.97,4.16
Coasy,17.8,10.01,23.55,12.89,20.92,10.82,19.41,20.91,18.58,13.08,15.9,13.05
Smo,69.31,42.1,66.22,35.7,58.8,36.39,51.54,49.88,52.67,40.12,40.94,40.85
Tspan33,6.98,4,5.28,3.9,9.08,1.04,1.98,10.17,11.66,11.52,2.79,1.98
Crnkl1,50.27,56.45,50.51,37.98,54.09,46.46,52.06,43.37,43.08,47.8,99.92,59.92
Rin2,35.24,22.21,38.46,21.55,44.58,14.61,24.92,30.02,28.65,27.05,14.91,16.98
Folh1,0.28,0.02,0.12,0.07,0.03,0.1,0,0.13,0.1,0.2,0.09,0.2
Chordc1,79.26,53.62,95.87,45.79,92.97,50.49,80.12,55.71,75.56,73.1,45.94,59.33
Rtcb,106.6,70.6,131.75,84.04,130.71,87.95,118.01,115.56,105.12,100.96,96.93,102.14
Pwp1,47.1,29.08,48.37,30.28,50.87,38.38,59.51,32.15,37.2,35.75,48.43,56.44
Fbxo7,7.14,5.9,10.3,7.13,14.88,6.29,8.68,13.22,18.56,16.29,11.25,7.83
Capns1,236.76,147.01,296.55,158.55,204.93,171.98,278.76,256.37,200.5,190.06,123.48,193.59
Lrp3,10.3,5.01,9.07,3.79,6.57,3.55,5.65,7.62,6.05,6.77,3.17,3.5
Dsg4,0,0,0,0,0,0,0,0,0,0,0,0
Evx2,0,0,0.01,0,0,0,0,0.01,0,0,0,0
Hoxd13,0.04,0.01,0.77,0.03,0.11,0.01,0.02,0.09,0.04,0.17,0.01,0.02
Hoxd12,0,0.06,0.2,0,0,0,0,0.01,0,0.02,0,0
Folr1,17.57,12.51,26.5,21.68,30.27,18.49,31.66,50.72,32.53,25.65,33.46,34.47
Clpb,17.46,9.88,21.66,16.03,32.9,18.11,25.5,30.52,25.82,20.32,38.52,28.9
Septin7,303.65,261.74,349.57,186.34,270.03,301.9,317.28,180.74,248.58,282.67,390.86,378.47
Zdhhc4,30.78,14.22,37.69,13.93,26.76,15.68,32.43,26.17,25.18,14.86,16.68,16.35
Rac1,287.17,169.16,346.58,164.94,246.84,154.59,267.85,219.85,205.46,209.37,135.97,184.48
Nup214,34.56,22.31,31.53,21.9,29.02,25.12,37.31,17.18,28.19,34.46,31.16,32.4
Aif1l,37.99,29.14,22.74,27.88,43.49,17.59,13.53,24.17,26.08,36.85,7.85,11.8
Cpa3,0.56,0.34,0.44,0.54,1.01,0.24,0.59,1.57,4.02,1.89,0.68,0.9
Ltbp1,101.27,63.11,110.55,29.85,52.77,17.42,26.74,30.74,28.6,40.74,17.19,14.4
Ugp2,69.51,53.8,86.32,51.02,63.28,56.75,63.65,57.78,58.55,61.5,62.4,61.29
Kcnh6,0.15,0.13,0.24,0.15,0.51,0.11,0.07,0.51,0.6,0.74,0.11,0.09
Trmt1,49.05,34.62,51.15,36.08,42.44,36.45,45.57,52.6,34.05,40.96,56.15,36.38
Nacc1,69.98,52.67,63.2,44.71,78.55,54.75,68.56,36.12,52.9,61.23,61.39,65.66
Nfix,0.86,0.54,1.64,0.63,1.69,1.3,2.95,1.59,3.43,3.48,6.66,4.86
Slc1a5,6.47,3.87,6.79,3.15,4.33,3.13,4.26,2.94,2.49,5.86,2.43,3.81
Uba1,331.42,166.53,343.92,246.66,555.22,155.95,317.52,435.01,299.63,240.93,242.65,239.29
Vwf,3.13,2.17,3.2,0.65,0.87,0.88,1.43,0.79,1.2,0.78,6.94,2.32
Siae,4.03,2.64,3.87,3.35,5.15,3.03,4.73,4.36,4.95,7.37,7.86,6.9
Vsig2,2.21,0.94,3.28,0.51,0.92,0.84,2.01,0.57,0.66,0.78,0.51,0.89
Esam,13.05,8.38,17.63,6.42,9.63,8.5,11.19,7.13,7.99,7.41,6.28,8.28
Spa17,12.57,13.63,13.91,21.48,26.09,20.05,19.72,50.05,57.05,39.73,114.62,38.87
Fam50a,102.8,99.08,98.62,128.39,168.05,94.42,94.53,197.13,173.06,174.97,131.31,112.71
Emd,81.99,68.15,75.35,87.56,96.36,56.63,67.42,101.09,171.38,124.12,60.06,60.77
Taco1,9.46,7.69,8.33,7.01,10.66,9.42,8.83,9.49,9.63,11.38,10.44,10.57
Grik3,1.83,1.32,1.3,2.85,6.84,0.55,1.02,3.82,4.86,8.23,0.77,1.06
Gria3,10.51,5.94,10.52,3.36,6.34,3.22,5.93,3.91,4.85,6.79,6.33,5.65
Npas1,0,0,0,0,0,0,0,0,0.03,0,0,0
Sipa1l2,12.61,7.48,16.75,7,17.75,9.44,15.9,8.02,12,15.28,9.87,9.74
Ap4e1,11.39,7,10.85,4.86,12.63,6.01,11.18,3.94,8.79,13.03,10.4,11.84
Blvra,16.06,10.04,17.63,11.26,15.1,13,15.46,17.51,17.69,14.81,11.73,12.12
Pdzd4,11.68,10.26,12.6,12.56,17.03,16.04,15.95,13.13,14.54,14.8,25.83,24.43
Srpk3,0.16,0.12,0.13,0.05,0.08,0.02,0.29,0.2,1,0.11,0.07,0.12
Idh3g,124.43,83.44,132.95,132.43,174.31,86.61,120.19,222.28,181.12,154.33,120.39,106.2
Pnck,1.4,0.75,1.34,2.6,3.98,0.76,1.3,6.86,5.97,5.25,1.36,1.1
Ssr4,46.82,28.34,56.61,38.94,50.08,25.26,49.68,68.41,60.66,41.48,25.2,39.07
Bcap31,111.76,70.46,121.07,108.92,176.77,85.24,122.48,213.57,203.92,150.44,100.82,89.8
Fam98a,24.58,15.37,25.94,17.04,30.08,20.07,30.15,21.1,24.56,25.57,22.57,24.12
Ltbp2,0.24,0.16,0.2,0.21,0.51,0.07,0.31,0.44,0.33,0.26,0.34,0.09
Kmt2a,30.33,18.83,17.94,8.9,17.2,12.9,26.11,4.33,20.03,30.18,33.86,17.46
Ift46,147.32,100.03,158.58,106.7,149.21,111.99,139.49,136.51,146.67,122.27,124.9,145.01
Tmem25,1.9,1.12,2.61,0.82,2.3,0.79,1.07,1.27,0.86,1.05,0.5,0.71
Cd3g,0.05,0.12,0.24,0.03,0.12,0,0.26,0.04,0.12,0.09,0,0.1
Trappc6a,7.48,5.3,12.03,3.99,7.33,3.89,5.53,8.83,5.9,6.7,3.77,5.16
Supt6,68.36,40.47,64.32,28.55,60.41,41.3,71.36,26.05,35.26,43.31,115.16,67.15
Spag5,36.87,23.51,35.71,13.49,19.94,21.95,34.02,13.71,17.49,23.32,24.37,19.64
Foxn1,0.03,0,0,0,0,0,0,0.01,0,0,0,0.01
Unc119,33.31,22.98,44.05,27.24,39.75,30.86,43.28,36.16,32.76,30.12,21.41,34.91
Rab34,28,14.2,37.46,15.04,29.61,19.01,28.4,34.37,26.44,18.53,20.62,17.45
Sdf2,33.56,27.8,35.08,28.7,34.91,29.81,35.25,42.56,34.07,24.03,35.06,30.31
Ccne1,51.96,37.84,47.68,40.16,63.91,34.37,38.12,57.42,56.31,55.9,13.04,19.31
Hsf2bp,7.39,6.15,5.56,32.97,37.01,21,25.15,91.88,136.03,108.27,38.42,54.33
Bbc3,1.96,2.76,1.65,2.89,1.93,1.74,1.21,2.49,1.49,3.09,1.34,1.5
Mybpc3,0.35,0.16,0.37,0.31,0.87,3.03,5.69,0.74,0.76,0.56,7.99,6.81
Psmc3,193.08,128.33,205.59,139.92,162.97,160.51,219.89,195.06,205.01,158.94,153.01,232.43
Acp2,33.19,16.95,24.53,15.8,24.97,11.14,24.4,14.38,21.57,21.18,12.93,33.7
Rapsn,0.28,0.05,0.41,0.29,0.66,0.65,0.65,0.34,0.31,0.25,0.3,0.36
Slc39a13,8.2,4.4,8.39,4.55,6.51,4.99,7.22,5.96,5.74,5.46,6.86,5.53
Celf2,14.1,8.24,16.12,8.78,21.28,8.96,19.13,10.53,22.85,34.35,23.87,24.35
Nr1h3,0.65,0.35,0.62,0.31,0.76,0.15,0.33,0.94,0.72,0.77,0.46,0.4
Ddb2,10.08,6.66,11.25,9.42,11.98,6.4,9.62,21.94,47.19,34.22,4.28,6.69
Spi1,2.19,1.21,2.38,0.3,0.65,0.32,0.32,0.82,0.5,0.48,0.33,0.45
Sf3a1,57.38,39.63,65.7,35.47,61.95,44.15,62.83,38.25,49.14,52.9,47.16,54.17
Stat6,11.21,8.22,11.82,6.72,11.5,7.06,8.47,7.11,7.74,8.71,6.29,8
Clgn,1.06,0.63,0.53,1.38,5.47,0.5,1.04,4.3,5.65,1.72,7.02,1
Napsa,0.32,0.34,0.35,2.45,0,0.02,0,0.2,0,0.11,0.05,0.09
Vrk3,18.22,12.65,21.62,12.11,18.32,11.36,15.35,19.78,25.48,19.8,15.26,13.29
Smg9,10.58,6.69,12.96,7.87,12.08,6.99,11.3,15.51,15.97,11.5,7.36,7.87
Paxip1,27,15.26,25.89,13.29,23.79,15.46,22.02,11.3,11.57,14.65,11.55,14.4
Rmnd5a,73.5,39.49,64.88,31.71,72.39,29.76,48,32.2,56.13,48.55,48.32,35.57
Mov10,32.9,15.74,35.91,21.5,39.8,19.41,37.85,28.18,25.18,32.21,21.65,25.39
Ppm1j,2.69,1.7,2.65,4.09,3.78,5.14,5.77,3.24,3.94,2.97,3.35,2.72
Rhoc,96.42,60.87,121.86,62.97,101.2,54.86,78.59,104.62,94.36,81.92,53.9,63.29
Prr27,0,0,0,0,0,0,0,0,0,0,0,0
Tead3,20.32,12.13,21.02,7.02,13.35,9.62,15.89,9.57,11.48,9.15,10.46,8.78
Ppard,15.52,10.95,13.57,9.39,13.91,7.84,11.65,10.59,13.12,9.69,7.89,7.49
Def6,2.95,2.49,3.04,2.79,4.45,2.23,2.8,4.21,4.19,3.4,2.05,1.83
Peg3,802.02,447.59,676.2,190.06,422.06,150.01,290.52,119.65,228.72,338.21,161.18,166.19
Zim1,101.23,62.26,85.14,21.56,43.72,15.97,34.02,14.91,28.34,56.41,25.34,23.98
Metrn,9.35,5.72,15,5.86,9.37,12.71,14.56,12.29,8.08,8.67,5.98,6.91
Lmf1,7.9,4.3,11.12,4.53,6.96,7.78,10.93,9.88,7.04,5.72,7.4,7.54
Ciao3,8.67,6.9,9.35,5.6,6.06,6.59,7.68,6.94,6.91,7.53,5.89,9.1
Angptl4,16.2,11.91,16.38,19.88,19.77,7.87,11.15,19.73,14.7,19.54,7.49,11.42
Dbf4,62.07,43.58,67.19,50.35,77.97,56.07,74.62,60.68,71.79,62.58,46.02,52.6
Daxx,28.33,21.36,38.82,19.93,29.71,24.4,36.06,25.83,44.7,27.2,26.8,29.64
Cd320,15.88,8.84,18.42,13.36,22.82,11.79,20.23,30.99,22.02,16.27,15.63,14.36
Ipo4,63.11,39.83,67.71,49.78,71.94,53.1,74.23,53.75,48.54,39.83,73.33,56.03
Tm9sf1,54.53,40.15,55,38.99,51.01,47.02,52.21,48.2,49.32,61.89,38.52,57.52
Rec8,6.25,3.93,3.61,27.01,69.73,1.18,2.53,110.78,104.85,101.15,5.17,8.13
Irf9,11.11,9.02,11.53,10.33,13,5.37,7.3,9.4,11.28,12.18,4.78,5.26
Gmpr2,24.47,16.93,26.34,15.39,17.64,14.98,20.33,16.58,15.88,19.37,16.33,18.92
Mdp1,24.38,16.76,26.53,17.2,20.71,14.38,18.78,22.32,16.79,17.85,11.32,14.96
Dhrs1,17.58,12.55,23.84,12.08,16.27,8.17,13.22,13.94,10.31,12.84,10.28,11.41
Ncan,0.2,0.07,0.16,0.04,0.12,0.06,0.09,0.07,0.17,0.11,0.49,0.08
Tmem161a,13.52,10.11,15.82,9.37,10.68,7.78,11.17,12.95,8.91,10.02,6.97,8.81
Armc6,5.08,2.95,6.86,3.55,4.97,4.42,6.48,6.19,7.08,5.19,5.63,5.63
Borcs8,24.84,14.25,27.8,16.83,23.59,12.91,21.44,24.03,17.92,15.85,12.65,15.53
Slc25a42,10.52,5.58,8.51,6.65,9.13,2.63,5.4,8.84,16.98,11.77,3.07,2.94
Snx9,46.55,28.51,52.56,33.9,55.42,27.57,42.75,37.96,46.7,35.08,38.75,31.13
Ranbp3,60.88,38.41,63.67,42.38,64.5,45.9,64.99,54.78,55.96,53.53,39.56,44.56
Ndufa11,66.3,46.15,75.95,69.09,74.8,52.61,74.72,116.16,96.45,84.25,62.12,82.3
Bmp8b,0.04,0.02,0.06,0.08,0.19,0.02,0.05,0.09,0.09,0.06,0.42,0.15
Nr2f6,24.25,14.43,22.99,18.02,25.48,14.61,20.47,25,12.82,19.89,23.52,15.52
Use1,65.29,44.82,72.3,59.56,88.02,40.96,63.28,114.44,75.91,63.21,53.5,52.39
Ocel1,1.24,1.14,2.05,2.8,3.46,1.58,2.5,6.72,4.2,4.79,3.33,3.13
Dyrk1b,15.43,11.58,15.82,13.9,22.27,10.26,13.84,19.35,19.98,21.26,18.15,18.35
Braf,13.68,9.52,10.72,6.65,12.01,5.68,9.4,5.19,12.59,19.64,11.59,10.73
Ndufb2,47.68,42.61,56.59,72.12,72.44,56.56,58.3,106.7,74.65,73.44,45.42,57.81
Hltf,19.84,13.52,18.91,10.56,26.08,13.53,22.15,11.52,18.92,19.04,16.18,17.88
Prpf6,69.63,47.46,75.02,43.26,75.34,50.57,66.22,63.83,57.41,59.87,93.89,63.58
Rgs19,36.77,31.06,40.02,27.67,25.47,23.83,28.2,30.94,28.5,24.87,16.77,19.6
Rgs20,0.37,0.33,0.4,0.12,0.15,0.3,0.03,0.11,0.57,0.15,0.33,0.25
Abhd3,11.17,11.46,11.47,8.73,9.45,3.92,5.97,9.49,7.97,10.06,5.41,6.84
Snrpd1,341.74,279.06,388.99,331.18,377.84,311.36,354.03,471.15,316.2,296.14,214.66,261.64
Tchp,14.71,7.68,14.81,5.86,10.12,8.04,12.96,7.03,7.93,6.86,11.93,10.75
Tiam1,15.29,8.85,18.45,8.92,14.81,12.8,21.01,6.99,9.99,13.81,14.36,15.59
Tsc2,129.49,67.25,130.33,71.11,102.19,72.91,138.61,110.06,138.19,67.34,90.44,65.62
Rpl3l,0.11,0.19,0.19,0.42,0.82,0.3,0.11,2.09,2.31,1.31,1.81,0.84
Slc9a3r2,28.37,20.74,34.79,20.84,29.4,18.75,22.86,32.01,21.09,21.39,18.39,18.34
Puf60,121.11,91.93,137.71,113.16,159.61,139.44,183.31,158.72,143.19,162.54,186.74,173.16
Golga2,39.91,31.75,35.88,25.08,43.23,33.04,44.08,26.64,41.85,47.3,48.1,41.04
Uck1,9.61,6.23,10.33,6.3,11.33,5.09,7.64,10.02,9.6,9,4.83,5.99
Scin,0.79,0.67,0.7,0.2,0.29,0.57,0.62,0.17,0.19,0.28,0.41,0.66
Ikzf4,2.33,1.07,1.54,0.87,1.55,0.69,1.3,0.8,1.34,1.86,1.3,1.09
Mien1,13.19,10.64,16.07,15.65,19.48,10.69,16.59,30.3,24.11,23.14,15.57,17.74
Pon1,0.07,0.02,0,0,0.12,0,0,0,0,0,0.03,0.06
Axl,122.62,84.35,174,67.04,119.62,104.85,190.11,66.92,75.91,89.97,133.4,120.42
Tgfb1,11.99,7.29,12.73,5.42,6.61,9.19,13.09,4.86,5.15,4.13,13.3,10.52
Ccdc97,21.4,14.79,26.2,12.51,19.6,14.11,21.89,13.73,16.03,21.15,17.86,18.21
Zfp40,11.38,6.61,11.1,6.1,9.66,5.53,9.41,4,7.75,9.49,7.05,7.75
Akap8l,86.55,65.38,84.69,53.16,74.21,46.94,79.71,61.28,75.26,66.31,69.08,46.03
Shh,0.55,0.31,0.47,0.04,0.08,0.41,0.82,0.31,0.56,0.24,1.01,1.09
Pdcd2l,17.53,16.02,21.9,21.6,26,26.44,24.9,29.53,28.76,27.37,31.45,26.09
Gtf2f1,59.62,58.21,63.62,69.17,79.46,68.19,67.25,88.24,87.69,88.01,113.64,78.49
Clpp,52.8,42.51,61.46,64.67,77.57,64.69,66.3,105.88,64.91,65.41,44.94,49.57
Alkbh7,25.33,25.12,29.74,27.67,28,19.2,23.75,36.97,21.06,20.74,29.45,20.83
Pspn,0,0,0,0,0,0,0,0,0,0,0,0
Dennd1c,2.55,2.04,3.51,2.29,3.3,4.05,5.85,1.78,1.41,1.21,0.74,1.98
Med6,94.47,70.07,109.62,85.05,100,86.29,104.48,109.09,109.12,92.37,107.99,116.01
Prkd1,19.72,12.87,22.09,16.2,31.33,8.53,12.78,18.9,20.25,21.51,8.98,9.92
Lcp2,2.02,1.38,1.83,0.42,0.93,0.26,1,0.42,0.62,0.27,0.31,0.46
Cse1l,166.64,120.93,179.79,138.16,211.62,170.94,214.86,154.58,178.36,180.13,164.76,199.07
Naa20,49.48,28.38,65.99,30.86,47.3,26.6,46.52,49.06,38.97,33.73,24.33,29.22
Prkra,20.59,16.35,29.8,13.68,16.1,18.26,22.66,17.33,14.41,15.57,17.09,22.46
Fkbp7,41.36,28.6,52.62,25.99,34.67,36.52,52.74,40.8,34.96,28.44,40.42,49.06
Plekha3,12.08,9.78,15.43,8.34,11.51,9.8,13,9.03,11.17,10.75,10.96,10.66
Ykt6,43.44,27.69,54.69,25.51,47.43,29.12,42.72,47.67,50.87,39.95,29.46,31.33
Baz1b,116.35,71.33,108.41,52.29,110.46,66.51,106.15,58.86,96.12,95.22,85.94,77.59
Pex6,10.67,5.96,13.16,6.73,13.62,6.53,9.82,12.5,9.79,8.46,6.61,7.21
Mrpl2,64,41.31,67.94,50.28,53.6,60.59,88.85,72.17,66.24,45.56,42.7,55.61
Mea1,107.24,76.87,110.12,90.53,110.46,97.84,135.53,144.3,137.21,99.72,157.18,116.34
Gnmt,0.21,0.15,0.09,0.19,0.18,0.1,0.26,0.53,0.08,0.16,0.47,0.16
Grin2d,0.45,0.32,0.45,0.44,0.66,0.24,0.5,0.7,0.66,0.76,0.28,0.33
Kdelr1,83.28,56.18,78.61,53.11,74.54,52.08,75.48,72.12,77.27,56.96,67.23,57.45
Tmem143,6.17,5.08,5.74,6.28,7.72,5.24,5.9,7.26,8.57,7.81,3.68,7.01
Pdxk-ps,0,0,0,0,0,0,0,0,0,0,0,0
Ggct,17.56,16.15,24.68,33.09,41.63,31.79,36.24,63.36,33.33,33.69,69.03,48.66
Jag2,2.09,1.33,1.92,2.95,7.16,2.37,3.59,7.24,7.82,7.37,2.76,2.22
Btbd6,8.51,5.3,8.97,6.74,11.77,4.56,8.74,11.79,10.31,9.12,7.45,5.78
Nudt14,14.76,6.83,16.62,8.14,14.44,6.62,10.49,17.87,14.12,9.14,6.3,5.85
Epdr1,3.27,2.8,3.73,3.73,5.28,4.28,4.55,4.38,4.49,4.48,4.46,6.86
Flii,59.65,35.86,68.46,42.22,65.49,36.52,59.14,68.87,63.92,62.5,35.78,39.65
Top3a,14.98,8.26,15.96,6.91,18.26,10.58,19.11,9.13,16.64,12.15,23.01,16.03
Atg4d,7,5.74,7.68,6.51,8.77,6.34,9.56,8.52,6.95,7.93,8.98,7.39
Qtrt1,16.46,17.94,18.6,19.42,13.52,14.66,16.32,10.2,6.91,13.34,14.43,15.05
Plin4,0.04,0.03,0.02,0.02,0.05,0,0.02,0.01,0.04,0.02,0.02,0
Hdgfl2,93.21,55.36,113.37,53.39,95.64,57.25,105.48,118.87,139.79,93.4,60.67,59.39
Chaf1a,24.9,16.56,31.66,16.11,29.52,21.14,29.7,20.88,22.65,26.25,18.06,22.21
Adprh,21.14,13.91,23.98,12.92,17.25,17.99,25.02,19.06,15.78,16.02,20.54,21.31
Tmem39a,109.03,67.59,117.62,73.07,90.69,87.85,131.87,110.96,134.41,96.14,100.44,105.98
Timmdc1,16.45,10.76,22.49,14.34,28.85,17.02,24.14,21.25,18.56,17.29,20.72,20.26
Pla1a,0.64,0.53,0.51,1.25,0.94,1.63,1.24,0.47,0.55,0.55,0.48,1.29
Mcm2,88.79,108.79,97.59,86.99,110.03,136.68,142.33,70.01,79.56,126.6,95.1,129.57
Tpra1,19.33,11.58,20.04,10.13,15.1,8.59,16.11,17.99,18.65,13.13,7.98,11.42
Nab1,29.01,20.92,30.15,21.77,39.54,16.99,24.33,26.48,35.01,33.9,39.53,33.08
Adgre5,21.4,13.64,21.19,15.97,24.43,10.82,18.45,19.4,20.54,21.86,10.74,15.45
Il17ra,1.51,1.11,2.02,1.39,1.9,1.01,1.6,2.94,3.46,3.12,1.48,1.77
Lamb1,196.53,84.07,229.03,53.02,160.19,97.18,227.42,111.16,123.11,70.44,209.61,95.15
Kcnn1,1.53,0.6,0.9,1.14,1.11,0.74,0.43,0.81,0.65,1.74,1.54,1.14
Arrdc2,3.5,2.34,3.51,2.56,3.19,3.61,3.6,4.47,3.66,2.79,2.57,3
Ppp1r17,0.23,0.03,0.08,0,0,0,0,0.02,0.03,0,0,0
Cd36,11.69,8.67,12.68,5.1,8.73,4.72,7.64,3.49,4.57,5.53,7.67,9.89
Map2k7,53.31,35.4,48.7,29.13,45.53,34.6,52.49,30.1,37.65,44.82,62.82,53.22
Timm44,121.21,82.14,137.55,74.36,111.04,89.75,131.66,93.18,84.1,74.77,133.27,102.37
Ap2a2,39.03,21.86,42.33,20.52,40.41,24.01,37.57,26.34,32.23,29.36,32.48,28.57
Pnkp,8.73,6.08,12.06,7.01,9.13,5.71,10.29,10.61,8.87,9.14,8.02,8.97
Med25,31.23,21.2,30.74,21.36,28.89,22.03,29.14,22.74,22.23,32.7,21.78,27.5
Bcam,42.71,37.72,45.94,39.06,36.41,26.15,26.29,35.77,31.03,47.09,31.49,44.07
Clptm1,32.84,25,39.23,28.9,41.48,27.91,34.83,40.09,39.41,49.48,29.59,39.63
Relb,2.97,2.04,3.07,2.18,3.35,3.01,3.02,4.79,7.13,4.9,5.99,4.07
Tomm40,25.2,14.78,30.57,14.82,23.57,18.67,30.97,23.03,15.16,11.56,20.09,19.38
Apoe,219.85,170.22,188.37,186.32,236.15,114.07,171.41,221.72,158.84,147.01,121.49,145.01
Apoc2,1.53,1.6,0.73,2.52,5.94,2.89,3.8,11.72,24.25,8.28,18.24,11.3
Hbp1,112.13,76.71,119.94,82.34,162.72,84.05,114.97,85.48,109.87,109.52,134.88,131.2
Prkar2b,24.04,18.1,30.46,31.5,44.52,31.83,43.05,39.97,55.01,59.38,97.47,119.06
Cdkn1b,35.25,24.27,28.04,31.08,47.55,15.39,24.77,41.24,51.56,48.43,21.07,24.11
Klf4,2.07,1.38,2.49,1.81,3.42,2.53,4.42,2.06,2.96,2.64,5.2,5.53
Ap1m1,131.97,53.41,117.66,53.37,137.93,60.1,130.63,112.23,147.51,74.36,193.88,93.88
Rab8a,169.06,119.25,153.9,99.86,161.87,100.25,152.06,135.07,160.87,160.54,140.72,134.41
Hmgn2,446.61,491.65,515.91,436.96,365.02,481.57,404.09,340.21,287.62,456.98,405.63,429.53
Fam32a,42.44,32.56,47.18,34.77,48.81,31.12,37.32,43.28,42.64,42.86,31.23,33.76
Elf3,3.82,2.7,3.45,2.56,2.86,0.81,0.87,2.3,1.76,1.79,0.67,0.54
Cyp2c29,0,0,0,0,0,0,0,0,0,0,0,0
Stard3nl,34.79,24.33,39.49,17.42,32.25,23.48,40.07,30.88,19.56,20.57,24.6,22.31
